cursor,timestamp,xpos,ypos,event,xpath,attrs,extras,xpos_scaled,ypos_scaled,timestamp_diff,speed,acceleration,log_id,date,ua,screen,window,document,task,user_id,ad_clicked,attention
0,1488320596140,218,120,mousemove,//*[@id='rso']/div[1]/div[1]/div/h3/a,{},"{""topRight"":1026,""topLeft"":572,""bottomRight"":1188,""bottomLeft"":828,""middle"":851,""inTarget"":false}",0.13625,0.14906832298136646,582.0,0.02173386708019505,-0.13456338087155634,20170228232133,"Tue, 28 Feb 2017 23:21:33 +0100",Mozilla/5.0 (Windows NT 6.3; WOW64; Trident/7.0; MAARJS; rv:11.0) like Gecko,1600x900,1600x805,1583x1686,qfgdtpfr8gainhiu0k1mqqvla5-dd-top_right,qfgdtpfr8gainhiu0k1mqqvla5,0,5
0,1488320596294,688,37,mousemove,//*[@id='lst-ib'],{},"{""topRight"":560,""topLeft"":123,""bottomRight"":879,""bottomLeft"":689,""middle"":499,""inTarget"":false}",0.43,0.04596273291925466,154.0,3.0991718108726194,3.0774379437924244,20170228232133,"Tue, 28 Feb 2017 23:21:33 +0100",Mozilla/5.0 (Windows NT 6.3; WOW64; Trident/7.0; MAARJS; rv:11.0) like Gecko,1600x900,1600x805,1583x1686,qfgdtpfr8gainhiu0k1mqqvla5-dd-top_right,qfgdtpfr8gainhiu0k1mqqvla5,0,5
0,1488320597111,0,0,blur,/,{},{},0.0,0.0,817.0,0.8433221474422297,-2.2558496634303897,20170228232133,"Tue, 28 Feb 2017 23:21:33 +0100",Mozilla/5.0 (Windows NT 6.3; WOW64; Trident/7.0; MAARJS; rv:11.0) like Gecko,1600x900,1600x805,1583x1686,qfgdtpfr8gainhiu0k1mqqvla5-dd-top_right,qfgdtpfr8gainhiu0k1mqqvla5,0,5
0,1488320629971,0,0,focus,/,{},{},0.0,0.0,32860.0,0.0,-0.8433221474422297,20170228232133,"Tue, 28 Feb 2017 23:21:33 +0100",Mozilla/5.0 (Windows NT 6.3; WOW64; Trident/7.0; MAARJS; rv:11.0) like Gecko,1600x900,1600x805,1583x1686,qfgdtpfr8gainhiu0k1mqqvla5-dd-top_right,qfgdtpfr8gainhiu0k1mqqvla5,0,5
0,1488320630515,1221,3,mousemove,//*[@id='searchform']/div/div,{},"{""topRight"":106,""topLeft"":443,""bottomRight"":715,""bottomLeft"":835,""middle"":457,""inTarget"":false}",0.763125,0.0037267080745341614,544.0,2.2444920689303736,2.2444920689303736,20170228232133,"Tue, 28 Feb 2017 23:21:33 +0100",Mozilla/5.0 (Windows NT 6.3; WOW64; Trident/7.0; MAARJS; rv:11.0) like Gecko,1600x900,1600x805,1583x1686,qfgdtpfr8gainhiu0k1mqqvla5-dd-top_right,qfgdtpfr8gainhiu0k1mqqvla5,0,5
0,1488320630668,873,106,mouseover,//*[@id='rhs_block']/div,{},"{""topRight"":371,""topLeft"":83,""bottomRight"":716,""bottomLeft"":618,""middle"":338,""inTarget"":false}",0.545625,0.13167701863354037,153.0,2.3720448157954706,0.127552746865097,20170228232133,"Tue, 28 Feb 2017 23:21:33 +0100",Mozilla/5.0 (Windows NT 6.3; WOW64; Trident/7.0; MAARJS; rv:11.0) like Gecko,1600x900,1600x805,1583x1686,qfgdtpfr8gainhiu0k1mqqvla5-dd-top_right,qfgdtpfr8gainhiu0k1mqqvla5,0,5
0,1488320630823,291,181,mousemove,//*[@id='rso']/div[1]/div[1]/div/div/div/span,{},"{""topRight"":956,""topLeft"":505,""bottomRight"":1094,""bottomLeft"":733,""middle"":762,""inTarget"":false}",0.181875,0.2248447204968944,155.0,3.7858875906602805,1.41384277486481,20170228232133,"Tue, 28 Feb 2017 23:21:33 +0100",Mozilla/5.0 (Windows NT 6.3; WOW64; Trident/7.0; MAARJS; rv:11.0) like Gecko,1600x900,1600x805,1583x1686,qfgdtpfr8gainhiu0k1mqqvla5-dd-top_right,qfgdtpfr8gainhiu0k1mqqvla5,0,5
0,1488320630974,193,191,mousemove,//*[@id='rso']/div[1]/div[1]/div/div/div/div[2]/a[1],{},"{""topRight"":1054,""topLeft"":603,""bottomRight"":1176,""bottomLeft"":796,""middle"":853,""inTarget"":false}",0.120625,0.2372670807453416,151.0,0.6523767076039604,-3.13351088305632,20170228232133,"Tue, 28 Feb 2017 23:21:33 +0100",Mozilla/5.0 (Windows NT 6.3; WOW64; Trident/7.0; MAARJS; rv:11.0) like Gecko,1600x900,1600x805,1583x1686,qfgdtpfr8gainhiu0k1mqqvla5-dd-top_right,qfgdtpfr8gainhiu0k1mqqvla5,0,5
0,1488320631129,73,206,mousemove,//*[@id='rhscol'],{},"{""topRight"":1175,""topLeft"":724,""bottomRight"":1278,""bottomLeft"":881,""middle"":966,""inTarget"":false}",0.045625,0.25590062111801243,155.0,0.7802184917708275,0.1278417841668671,20170228232133,"Tue, 28 Feb 2017 23:21:33 +0100",Mozilla/5.0 (Windows NT 6.3; WOW64; Trident/7.0; MAARJS; rv:11.0) like Gecko,1600x900,1600x805,1583x1686,qfgdtpfr8gainhiu0k1mqqvla5-dd-top_right,qfgdtpfr8gainhiu0k1mqqvla5,0,5
0,1488320632072,73,208,mousemove,//*[@id='rhscol'],{},"{""topRight"":1175,""topLeft"":724,""bottomRight"":1277,""bottomLeft"":880,""middle"":966,""inTarget"":false}",0.045625,0.25838509316770186,943.0,0.0021208907741251328,-0.7780976009967023,20170228232133,"Tue, 28 Feb 2017 23:21:33 +0100",Mozilla/5.0 (Windows NT 6.3; WOW64; Trident/7.0; MAARJS; rv:11.0) like Gecko,1600x900,1600x805,1583x1686,qfgdtpfr8gainhiu0k1mqqvla5-dd-top_right,qfgdtpfr8gainhiu0k1mqqvla5,0,5
